,Date,Sales,Revenue,Revenue Goal,Margin,Margin Goal,Customers
434,11/3/2018,1152,168544.04,111507.45,5.64,5.8,3696
435,12/3/2018,1192,171835.7,140706.01,5.53,5.45,3091
436,13/03/2018,1033,155516.62,122403.95,5.65,5.34,3541
437,14/03/2018,1260,171266.58,133642.37,5.75,5.52,3329
438,15/03/2018,744,117417.12,113002.84,5.3,5.57,2196
439,16/03/2018,951,154251.17,124329.15,5.46,5.44,2570
440,17/03/2018,1106,168744.96,135377.2,5.11,5.49,3484
441,18/03/2018,866,129128.72,109912.99,5.17,5.7,2168
442,19/03/2018,1251,197547.92,128369.71,6.01,5.68,3685
443,20/03/2018,1314,184116.52,123171.81,5.57,5.3,4485
444,21/03/2018,969,145801.43,116157.8,5.5,5.39,3085
445,22/03/2018,828,129987.95,124202.81,4.94,5.59,2856
446,23/03/2018,1134,165657.75,111357.52,5.25,5.62,3417
447,24/03/2018,1026,162570.75,96423.33,5.33,5.3,3388
448,25/03/2018,887,142286.79,106679.44,5.13,5.39,2837
449,26/03/2018,929,131162.72,105378.72,6.29,5.34,2799
450,27/03/2018,1104,160449.14,123334.87,5.79,5.68,3325
451,28/03/2018,1031,157912.28,120140.06,5.57,5.26,2914
452,29/03/2018,999,152082.29,96703.53,5.92,5.52,2849
453,30/03/2018,990,138456.98,120156.5,5.3,5.39,3103
454,31/03/2018,905,142643.72,127646.28,4.65,5.62,2672
455,1/4/2018,1045,149133.32,104531.67,6.1,5.66,2956
456,2/4/2018,932,151505.72,103068.09,5.52,5.31,2752
457,3/4/2018,975,153734.23,107134.71,5.12,5.68,2931
458,4/4/2018,1242,177385.38,127512.17,6.06,5.86,3562
459,5/4/2018,1233,184138.97,118849.51,5.6,5.35,4056
460,6/4/2018,924,142045.95,109613.99,5.13,5.42,2903
461,7/4/2018,1016,164983,111146.36,5.43,5.42,3022
462,8/4/2018,923,141079.79,133018.89,5.53,5.53,2811
463,9/4/2018,1251,176291.01,111980.33,6.49,5.66,3532
464,10/4/2018,940,133016.83,116131.93,6.45,5.54,3029
465,11/4/2018,1243,177292.28,116295.46,5.78,5.21,4077
466,12/4/2018,1249,182771.58,128724.91,5.66,5.43,3971
467,13/04/2018,926,138197.66,119540.84,4.93,5.45,2660
468,14/04/2018,886,140420.82,118603.88,6.12,5.52,2909
469,15/04/2018,882,135098.14,131745.55,5.45,5.81,2227
470,16/04/2018,1219,178496.1,101604.5,6.37,5.44,4082
471,17/04/2018,1200,185845.94,131172.95,5.67,5.65,3435
472,18/04/2018,1215,171616.41,105152.38,6.21,5.4,3405
473,19/04/2018,1259,180915.83,119058.53,6.09,5.13,3491
474,20/04/2018,1245,177286.12,113469.56,5.71,5.58,3719
475,21/04/2018,1129,165169.57,116619.47,5.36,5.79,3811
476,22/04/2018,1238,178917.53,127624.12,5.25,5.44,3228
477,23/04/2018,1239,177823.73,120253.06,5.03,5.5,3983
478,24/04/2018,1364,196700.61,137880.23,5.42,5.5,3946
479,25/04/2018,968,145465.58,131090.78,5.86,5.51,3185
480,26/04/2018,1280,198695.27,125284.62,6,5.68,3864
481,27/04/2018,1144,171289.63,114694.74,5.71,5.73,3345
482,28/04/2018,828,132309.02,131272.34,5.56,5.46,1990
483,29/04/2018,1000,156026.95,135830.08,5.73,5.27,3272
484,30/04/2018,1097,163199.86,113983.54,5.66,5.61,3524
485,1/5/2018,1236,193031.86,120072.43,5.71,5.83,3868
486,2/5/2018,974,143109.34,125121.94,6.11,5.63,3451
487,3/5/2018,1101,167063.53,123138.23,4.85,5.48,3141
488,4/5/2018,1078,161174.04,113574.71,4.81,5.6,3287
489,5/5/2018,1002,155872.16,115201.88,5.79,5.38,2892
490,6/5/2018,930,140806.57,108432.69,5.46,5.3,2690
491,7/5/2018,959,141830.57,111703.67,5.02,5.74,2914
492,8/5/2018,809,130588.81,125909.55,6.12,5.43,2429
493,9/5/2018,871,134773.17,129455.66,5.2,5.49,2668
494,10/5/2018,907,133117.92,118082.55,4.91,5.42,2990
495,11/5/2018,853,130912.44,119313.59,5.54,5.67,2817
496,12/5/2018,845,132603.1,105369.97,5.82,5.3,2812
497,13/05/2018,1363,190543.14,128665.21,4.73,5.35,4023
498,14/05/2018,1083,150958.99,130143.51,5.74,5.44,2668
499,15/05/2018,1248,194096.88,117426.74,4.92,5.66,4307
500,16/05/2018,1065,163473.51,130987.8,5.41,5.58,3529
501,17/05/2018,980,149325.01,114053.71,6.1,5.27,3162
502,18/05/2018,1322,181163.02,124317.28,6,5.76,4476
503,19/05/2018,1084,163625.13,126269.95,5.92,5.39,2810
504,20/05/2018,1060,145746.71,120937.54,5.38,5.76,3501
505,21/05/2018,1318,189783.46,115670.18,6.05,5.32,4042
506,22/05/2018,1197,180397.08,136193.14,6.33,5.95,3844
507,23/05/2018,1189,173921.22,122393.51,5.21,5.6,3488
508,24/05/2018,1001,152472.26,117994.79,5.71,5.71,2984
509,25/05/2018,1018,154563.67,120829.35,4.99,5.22,2623
510,26/05/2018,1189,175125.39,120842.09,6.27,5.47,4161
511,27/05/2018,861,133272.63,108584.26,6.74,5.45,3232
512,28/05/2018,1146,161910.1,130724.89,4.81,5.31,3007
513,29/05/2018,1178,165789.93,115962.3,5.67,5.75,3398
514,30/05/2018,1108,164550.57,127947.32,5.95,5.63,2894
515,31/05/2018,1162,171019.63,131668.52,5.01,5.27,3298
516,1/6/2018,624,103686.72,101037.21,6,5.55,1656
517,2/6/2018,1107,158723.63,135496.19,4.69,5.56,3959
518,3/6/2018,1076,160543.35,130685.91,4.94,5.71,3230
519,4/6/2018,817,134684.74,118328.93,5.22,5.4,2816
520,5/6/2018,1075,166940.52,127917.27,5.57,5.7,3092
521,6/6/2018,1180,173128.35,130328.85,4.91,5.71,3715
522,7/6/2018,902,143461.15,113508.57,4.88,5.49,2683
523,8/6/2018,938,145571.9,130583.09,4.92,5.67,2711
524,9/6/2018,1410,197733.66,127028.47,6.23,5.43,4520
525,10/6/2018,1252,188173.41,112097.16,6.53,5.62,3207
526,11/6/2018,1100,166608.28,115424.82,5.3,5.55,3707
527,12/6/2018,858,129404.64,129845.96,5.47,5.62,2363
528,13/06/2018,1090,159944.03,117933.8,5.07,5.6,2430
529,14/06/2018,772,124548.89,106928.51,5.93,5.72,2481
530,15/06/2018,835,132449.38,130005.72,5.66,5.42,2534
531,16/06/2018,1126,157615.21,113223.53,5.73,5.42,3118
532,17/06/2018,1035,153843.39,97680.57,5.59,5.8,2291
533,18/06/2018,1012,155950.72,103459.71,5.71,5.4,3365
534,19/06/2018,978,152840.71,119407.62,5.2,5.51,2658
535,20/06/2018,1144,161092.73,126332.38,5.48,5.34,3589
536,21/06/2018,1305,183455.62,107145.47,4.85,5.47,3961
537,22/06/2018,990,145153.73,131653.06,5.87,5.48,2841
538,23/06/2018,1164,175934.39,110087.3,5.86,5.3,3190
539,24/06/2018,1044,157970.85,109103.04,5.48,5.53,3587
540,25/06/2018,970,145957.71,108244.13,6.01,5.73,3057
541,26/06/2018,884,130098.41,114950.66,5.53,5.47,2340
542,27/06/2018,955,153745.86,123695.66,4.81,5.35,2610
543,28/06/2018,1023,140012.53,113240.61,4.61,5.55,3301
544,29/06/2018,1018,150329.84,130708.88,5.47,5.56,2842
545,30/06/2018,1316,186856.62,117403.02,5.99,5.6,3678
546,1/7/2018,1017,162328.92,110211.48,5.84,5.33,3426
547,2/7/2018,1068,161474.87,100660.57,5.66,5.54,3172
548,3/7/2018,1143,180378.12,112593.48,5.18,5.76,3791
549,4/7/2018,910,140467.54,140401.57,5.82,5.81,2646
550,5/7/2018,1401,197465.05,125628.23,5.2,5.36,3905
551,6/7/2018,836,131003.01,124734.09,6.15,5.7,2359
552,7/7/2018,688,110991.59,106148.63,4.72,5.49,1675
553,8/7/2018,954,143606.14,122767.25,5.06,5.58,3259
554,9/7/2018,1296,191026.66,121203.61,5.75,5.57,3413
555,10/7/2018,982,162784.73,119813.9,5.61,5.42,2884
556,11/7/2018,1001,156179.35,111228.24,5.68,5.28,2879
557,12/7/2018,925,146075.73,118275.61,4.74,5.36,2491
558,13/07/2018,849,130313.79,112486.14,5.81,5.79,2560
559,14/07/2018,1236,175699.23,114892.77,5.76,5.33,3646
560,15/07/2018,1044,158871.47,127823.38,5.47,5.69,3151
561,16/07/2018,1060,161123.46,112379.84,5.42,5.54,3369
562,17/07/2018,685,107454.93,109598.62,5.64,5.62,2040
563,18/07/2018,985,142029.01,122443,5.51,5.81,3115
564,19/07/2018,1137,150277.31,132800.93,5.62,5.38,2999
565,20/07/2018,1272,177895.37,120449.86,6.05,5.46,3373
566,21/07/2018,1225,186538.85,112094.5,4.45,5.57,4031
567,22/07/2018,1145,171835.17,125569.02,5.16,5.48,3328
568,23/07/2018,1417,190750.55,100859.23,5.15,5.64,3573
569,24/07/2018,1245,187018.25,119313.27,6.16,5.12,3775
570,25/07/2018,1008,157042.64,109876.65,4.47,5.22,2954
571,26/07/2018,1176,156269.56,130245,5.89,5.53,3674
572,27/07/2018,1265,197687.65,123756.59,5.67,5.62,3354
573,28/07/2018,1086,161285.62,122887.63,6.01,5.38,3344
574,29/07/2018,828,129112.57,131556.12,5.23,5.38,2483
575,30/07/2018,1060,159402.61,112528.37,4.89,5.4,3048
576,31/07/2018,1148,171852.75,108704.22,5.4,5.72,3029
577,1/8/2018,876,136351.38,127758.13,4.85,5.55,2236
578,2/8/2018,1015,147847.31,114497.63,5.43,5.74,2789
579,3/8/2018,1225,178745.53,112494.85,5.72,5.47,4470
580,4/8/2018,1263,178517.26,112666.28,5.8,6.04,3712
581,5/8/2018,1331,191231.59,142677.64,5.08,5.48,3946
582,6/8/2018,960,157893.99,128640.44,4.68,5.6,3109
583,7/8/2018,1187,179115.23,111604.27,5.43,5.64,3942
584,8/8/2018,982,153891.09,123598.66,5.97,5.45,3256
585,9/8/2018,1125,160548.9,104994.34,5.26,5.28,2992
586,10/8/2018,968,155660.57,124032.14,5.06,5.64,2814
587,11/8/2018,971,157672.93,115899.26,5.22,5.45,3017
588,12/8/2018,1189,176442.47,129510.5,6.71,5.61,3187
589,13/08/2018,1084,165724.23,124322.49,5.46,5.55,3213
590,14/08/2018,1019,153165.63,106552.79,5.49,5.44,3301
591,15/08/2018,943,150008.69,107045.29,6.07,5.42,2902
592,16/08/2018,796,127133.46,104983.52,5.94,5.58,2190
593,17/08/2018,1074,157989.03,121275.84,4.34,5.55,3338
594,18/08/2018,858,133183.73,124901.68,4.95,5.45,2549
595,19/08/2018,1021,148915.55,122128.82,5.36,5.83,3523
596,20/08/2018,1093,155573.84,115078.78,5.25,5.47,3714
597,21/08/2018,1071,159014.41,114923.43,5.2,5.4,3577
598,22/08/2018,1076,163749.6,115674.44,5.51,5.42,3162
599,23/08/2018,1020,157094.71,118780.23,5.37,5.44,2934
600,24/08/2018,1037,162188.28,106811.71,5.25,5.22,3206
601,25/08/2018,1229,186193.56,112542.17,6.58,5.64,3280
602,26/08/2018,1148,176739.51,120951.55,5.37,5.68,3518
603,27/08/2018,1037,158134.61,104559.19,5.11,5.39,3235
604,28/08/2018,1029,164027.08,119002.42,5.37,5.79,2853
605,29/08/2018,1155,172544.43,119719.22,5.69,5.71,3595
606,30/08/2018,1255,163145.55,100861.92,6.19,5.1,4201
607,31/08/2018,1154,168787.19,102412.45,4.98,5.47,3535
608,1/9/2018,886,133405.75,121104.19,5.57,5.61,2913
609,2/9/2018,1180,162464.95,118167.06,5.8,5.56,3371
610,3/9/2018,1239,182309.92,119160.67,5.02,5.59,3729
611,4/9/2018,843,140114.73,125504.15,5.92,5.54,2649
612,5/9/2018,1023,153670.26,105984.21,6.15,5.37,3519
613,6/9/2018,1171,170287.1,110875.94,6.39,5.79,3448
614,7/9/2018,1231,172564.71,144596.91,5.7,5.43,3268
615,8/9/2018,963,141729.22,127589.78,5.13,5.59,3145
616,9/9/2018,746,115719.9,108851.86,4.57,5.41,1968
617,10/9/2018,1065,148307.16,106159.81,5.47,5.42,3650
618,11/9/2018,1165,161575.82,127349.49,6.01,5.46,3377
619,12/9/2018,1226,181890.6,114120.82,4.39,5.71,3812
620,13/09/2018,935,146652.87,132394.23,5.94,5.57,2799
621,14/09/2018,1247,177257.8,104253.01,4.97,5.46,4225
622,15/09/2018,1093,164996.2,128774.3,4.45,5.58,3562
623,16/09/2018,1279,195232.07,103595.45,5.34,5.9,3873
624,17/09/2018,986,142546.01,105222.3,5.07,5.75,3119
625,18/09/2018,990,155060.94,126146.06,4.36,5.4,3139
626,19/09/2018,988,156727.52,120872.78,5.83,6.01,3518
627,20/09/2018,1324,204452.44,112911.21,5.41,5.46,3898
628,21/09/2018,910,140415.29,132417.84,5.03,5.62,3210
629,22/09/2018,1052,165339.58,118079.34,5.8,5.6,2874
630,23/09/2018,1403,196672.9,119432.64,5.12,5.41,4314
631,24/09/2018,898,135163.61,134714.43,5.6,5.66,2902
632,25/09/2018,858,136281.59,111368.82,4.98,5.36,2472
633,26/09/2018,967,150178.69,129432.67,5.84,5.76,2952
634,27/09/2018,680,111345.75,118258.23,5.5,5.45,2059
635,28/09/2018,964,135779.94,116757.2,5.14,5.84,2778
636,29/09/2018,981,150721.43,131205.81,5.27,5.6,2994
637,30/09/2018,1161,166678.94,137786.22,5.03,5.49,3776
638,1/10/2018,1351,198356.83,120855.55,5.72,5.62,3891
639,2/10/2018,1014,149287.41,115129.96,5.42,5.39,2875
640,3/10/2018,1178,167010.86,110391.45,4.65,5.45,3578
641,4/10/2018,904,134083.17,118319.89,5.1,5.56,2966
642,5/10/2018,920,151085.83,117843.66,5.67,5.53,2600
643,6/10/2018,700,105405.4,113858.1,6.05,5.62,2284
644,7/10/2018,766,123048.71,106350.91,5.85,5.88,2237
645,8/10/2018,999,148356,108492.48,5.63,5.55,2563
646,9/10/2018,752,119814.06,124663.5,5.07,5.34,2468
647,10/10/2018,1088,168081.32,132511.33,5.43,5.54,3130
648,11/10/2018,945,131815.29,130817.02,5.22,5.77,3311
649,12/10/2018,1020,154565.58,126702.52,5.91,5.41,3051
650,13/10/2018,1309,184397.22,105328.55,5.78,5.68,3652
651,14/10/2018,1236,177505.21,117084.97,5.09,5.88,3624
652,15/10/2018,1188,182037.22,105377.32,5.25,5.63,3322
653,16/10/2018,1045,152698.73,139815.5,5.8,5.5,3550
654,17/10/2018,1221,188136.17,112525.6,5.98,5.5,3756
655,18/10/2018,909,143659.39,130651.2,5.15,5.56,2801
656,19/10/2018,1225,190200.22,124988.13,5.69,5.37,4190
657,20/10/2018,1384,187158.65,106206.09,5.83,5.72,3507
658,21/10/2018,1132,167094.1,113826.92,5.01,5.61,3829
659,22/10/2018,1294,192955.38,120506.22,5.16,5.52,4012
660,23/10/2018,1005,157786.65,114643.08,5.23,5.18,3000
661,24/10/2018,848,129688.25,115142.63,4.63,5.74,2493
662,25/10/2018,1043,153890.06,120964.43,5.47,5.51,2919
663,26/10/2018,847,133551.72,105569.4,4.77,5.36,2597
664,27/10/2018,856,140450.72,126703.76,4.67,5.6,2553
665,28/10/2018,875,136069.35,111565.81,5.33,5.72,2507
666,29/10/2018,985,136220.39,112419.41,5.83,5.83,2944
667,30/10/2018,1172,171855.01,129992.69,4.9,5.65,3013
668,31/10/2018,783,123636.86,142167.93,5.84,5.44,2239
669,1/11/2018,1074,170718.04,120524.98,6.07,5.62,3392
670,2/11/2018,1417,193882.41,125849.94,4.58,5.45,4300
671,3/11/2018,833,128102.05,112932.38,5.85,5.7,2763
672,4/11/2018,990,155970.38,125930.42,5.19,5.61,3038
673,5/11/2018,1064,150949.28,137327.18,5.63,5.37,2519
674,6/11/2018,949,149098.28,97559.37,5.54,5.33,2732
675,7/11/2018,1085,159080.59,99086.78,5.48,5.66,3071
676,8/11/2018,1228,187869.52,122122.98,5.14,5.68,4169
677,9/11/2018,889,131488.84,131307.08,5.73,5.19,2185
678,10/11/2018,1049,160065.44,111938.86,5.5,5.32,3086
679,11/11/2018,1085,160064.9,124209.35,5.59,5.37,3164
680,12/11/2018,877,133805.24,122021.25,5.2,5.65,3043
681,13/11/2018,1132,168294.28,105887.42,5.47,5.72,3648
682,14/11/2018,993,153378.17,113812.94,5.8,5.25,2507
683,15/11/2018,1032,147450.46,119494.7,5.42,5.45,3374
684,16/11/2018,877,135528.73,111473.8,5.35,5.7,2519
685,17/11/2018,916,137661.15,114240.68,5.37,5.69,2635
686,18/11/2018,1015,149000.89,113308.85,5.64,5.57,2920
687,19/11/2018,1179,174230.72,137003.53,5.97,5.35,3564
688,20/11/2018,1307,195032.14,103060.72,6.33,5.48,3699
689,21/11/2018,1021,159142.54,96324.03,4.58,5.45,3208
690,22/11/2018,1084,172143.5,126222.56,5.48,5.46,3463
691,23/11/2018,969,153171.59,117145.05,5.61,5.76,2509
692,24/11/2018,1196,180844.81,123544.11,6.61,5.67,3754
693,25/11/2018,1295,179160.05,111382.36,5.99,5.71,3829
694,26/11/2018,858,135475.16,108031.99,4.62,5.6,2631
695,27/11/2018,1197,173549.35,110081.14,6.07,5.74,3370
696,28/11/2018,944,135739.65,116704.8,5.82,5.68,2781
697,29/11/2018,903,151192.03,110299.99,5.95,5.56,2627
698,30/11/2018,1010,151243.62,113757.39,5.21,5.29,2835
699,1/12/2018,1184,181350.8,115352.27,5.53,5.43,3356
700,2/12/2018,1366,194170.54,115695.3,5.55,5.54,4089
701,3/12/2018,1038,151208.98,112484.75,5.57,5.78,2730
702,4/12/2018,929,136407.45,111259.81,5.59,5.66,3038
703,5/12/2018,961,137675.81,111451.85,5.3,5.51,2990
704,6/12/2018,799,117224.84,116301.44,5.54,5.72,2472
705,7/12/2018,1249,186957.19,121339.93,5.52,5.52,4021
706,8/12/2018,1197,186571.67,127665.26,6.18,5.78,4229
707,9/12/2018,979,152369.52,131191.66,5.27,5.34,3392
708,10/12/2018,1093,170694.65,126507.92,6.46,5.69,3186
709,11/12/2018,1040,163230.17,103337.49,5.49,5.45,3126
710,12/12/2018,1202,177571.51,114083.2,5.76,5.3,3459
711,13/12/2018,1300,183669.39,144905.05,5.41,5.51,3945
712,14/12/2018,873,142440.32,119857.69,6.24,5.45,2305
713,15/12/2018,1037,154087.71,104876.57,5.57,5.76,3065
714,16/12/2018,1187,175619.26,125560.11,5.44,5.47,3452
715,17/12/2018,1127,164145.36,111343.61,5.63,5.5,3452
716,18/12/2018,1255,174237.44,108867.9,5.49,5.51,2879
717,19/12/2018,1241,180346.95,117762.92,4.82,5.18,2821
718,20/12/2018,946,153016.51,124927.49,5.6,5.49,2857
719,21/12/2018,1097,176351.85,127148.66,5.83,5.73,3043
720,22/12/2018,988,151013.62,128777.78,5.45,5.51,2678
721,23/12/2018,1016,143968.71,108465.12,5.25,5.48,3087
722,24/12/2018,1163,177025.42,117740.82,5.3,5.61,3488
723,25/12/2018,1192,170283.7,104452.92,5.24,5.64,3782
724,26/12/2018,982,148515.53,111827.64,5.53,5.73,2650
725,27/12/2018,1142,169048.53,115951.6,5.71,5.61,3224
726,28/12/2018,1240,193669.23,122160.09,6.03,5.45,3744
727,29/12/2018,864,114744.51,107488.96,4.95,5.44,2776
728,30/12/2018,780,123594.71,112816.01,6.22,5.82,2131
729,31/12/2018,718,114492.62,125488.89,5.12,5.78,2219
730,1/1/2019,908,125587.93,106400.4,5.99,5.48,3033
731,2/1/2019,711,99979.56,86727.96,5.59,5.75,2281
732,3/1/2019,750,101767.74,99037.71,5.55,5.25,2823
733,4/1/2019,677,90667,95330.91,5.51,5.51,2035
734,5/1/2019,860,115372.65,80260.79,5.43,5.3,2920
735,6/1/2019,799,102878,97021.89,4.83,5.63,2606
736,7/1/2019,815,103037.39,111127.15,6.6,5.21,2321
737,8/1/2019,657,87425.56,98452.96,5.73,5.82,2233
738,9/1/2019,658,91344.82,108583.83,5.46,5.83,2418
739,10/1/2019,783,103270.67,92959.63,5.31,5.34,2604
740,11/1/2019,869,103135.35,94764.4,5.61,5.56,3195
741,12/1/2019,719,96133.44,108858.26,5.26,5.67,2799
742,13/01/2019,796,100037.7,83676.89,5.94,5.66,2482
743,14/01/2019,682,84738.52,99345.87,5.5,5.51,2545
744,15/01/2019,932,108549.71,93244.78,5.72,5.7,2543
745,16/01/2019,698,93363.91,102691.37,5.94,5.65,2461
746,17/01/2019,803,107842.1,119300.74,5.74,5.47,2936
747,18/01/2019,829,103537.83,109618.02,6,5.72,2999
748,19/01/2019,910,112990.61,87268.99,5.25,5.6,3212
749,20/01/2019,629,87948.51,95614.32,5.16,5.31,2410
750,21/01/2019,814,106164.25,90123.96,5.53,5.58,2873
751,22/01/2019,776,107709.07,99756.76,4.88,5.18,2460
752,23/01/2019,909,110504.34,101801.08,6.42,5.23,3610
753,24/01/2019,814,101997.02,97569.25,5.73,5.44,2724
754,25/01/2019,839,106596.01,105215.77,5.62,5.77,2849
755,26/01/2019,856,113367.87,90707.48,4.97,5.5,2916
756,27/01/2019,715,100384.16,112815.17,5.92,5.31,1916
757,28/01/2019,827,111919.32,90045.22,5.77,5.51,3074
758,29/01/2019,541,73407.61,102651.67,5.37,5.32,2195
759,30/01/2019,751,99835.05,96754.81,4.81,5.51,2666
760,31/01/2019,898,122219.6,105096.26,4.45,5.26,3003
761,1/2/2019,688,94244.27,93594.15,5.39,5.58,2538
762,2/2/2019,843,106536.68,96081.27,5.14,5.52,2781
763,3/2/2019,757,102721.85,92501.84,5.37,5.29,2475
764,4/2/2019,665,94551.34,75531.2,6.26,5.48,1919
765,5/2/2019,1050,137963.79,90399.5,5.21,5.63,3840
766,6/2/2019,883,118078.09,98941.67,6.39,5.48,2747
767,7/2/2019,979,124891.69,104828.34,6.3,5.46,2878
768,8/2/2019,820,104203.6,100578.52,5.36,5.4,2867
769,9/2/2019,626,86766.48,95084.9,5.76,5.5,1792
770,10/2/2019,566,76149.25,101439.96,5.42,5.53,2068
771,11/2/2019,836,102249.15,103536.82,6,5.96,2806
772,12/2/2019,896,116183.65,87832.2,5.77,5.64,2779
773,13/02/2019,708,96508.27,102044.18,5.75,5.65,2451
774,14/02/2019,839,104912.38,93188.88,5.9,5.64,2636
775,15/02/2019,781,95817.77,86861.09,5.45,5.49,2437
776,16/02/2019,739,102718.74,88437.51,5.17,5.53,2662
777,17/02/2019,654,91229.29,99140.17,6.16,5.64,2110
778,18/02/2019,816,104869.79,95199.13,5.35,5.56,3140
779,19/02/2019,781,103458.58,110444.24,5.64,5.64,2673
780,20/02/2019,746,95782.45,95514.57,5.96,5.66,2506
781,21/02/2019,797,107145.19,83864.37,5.49,5.75,2599
782,22/02/2019,901,111690.15,107817.08,5.48,5.49,3337
783,23/02/2019,743,101052.21,111670.36,6.01,5.57,2876
784,24/02/2019,783,108316.05,99919.14,5.57,5.65,2644
785,25/02/2019,790,101324.42,84033.5,5.09,5.42,2401
786,26/02/2019,731,99770.2,88624.87,5.9,5.5,2049
787,27/02/2019,695,95377.78,96677.51,5.4,5.52,2405
788,28/02/2019,1049,122881.34,103646.48,5.54,5.72,3081
789,1/3/2019,1039,124438.18,95058.38,5.68,5.59,3459
790,2/3/2019,1064,137144.62,100727.43,5.25,5.76,4514
791,3/3/2019,895,113531.72,85799.29,6.14,5.43,3100
792,4/3/2019,928,124948.3,95974.75,6.45,5.35,3401
793,5/3/2019,813,107047.93,92275.22,5.05,5.44,3002
794,6/3/2019,704,94019.56,96036.02,5.68,5.18,1930
795,7/3/2019,730,99422.68,92211.77,5.71,5.87,2354
796,8/3/2019,951,116088.29,100678.54,5.78,5.6,2778
797,9/3/2019,924,122955.65,88083.17,5.15,5.4,3148
798,10/3/2019,708,99420.41,103961.78,6.24,5.55,2632
799,11/3/2019,502,71137.04,101323.51,5.41,5.8,1797
800,12/3/2019,847,105391.32,97798.26,5.65,5.35,3332
801,13/03/2019,751,101133.26,109868.54,5.54,5.19,2383
802,14/03/2019,952,124160.16,103305.16,5.09,5.48,3892
803,15/03/2019,827,111844.25,93972.54,5.63,5.8,3133
804,16/03/2019,750,98228.84,88452.74,6.43,5.54,2835
805,17/03/2019,765,99431.24,82967.49,5.35,5.55,2628
806,18/03/2019,859,109626.36,96357.8,5.24,5.61,2366
807,19/03/2019,696,94243.74,87897.86,5.6,5.71,2154
808,20/03/2019,863,112832.23,117790.32,5.45,5.63,2668
809,21/03/2019,679,91160.34,93487.75,5.44,5.68,2593
810,22/03/2019,832,108764.74,92437.68,5.25,5.4,2813
811,23/03/2019,682,94371.43,102748.02,6.41,5.44,2658
812,24/03/2019,717,102770.15,97517.72,6.08,5.33,2330
813,25/03/2019,835,104450.76,92420.19,4.56,5.42,2648
814,26/03/2019,779,99010.7,91493.58,4.86,5.52,2628
815,27/03/2019,994,119925.09,98179.85,4.57,5.83,3027
816,28/03/2019,617,86242.74,106157.32,4.77,5.65,2425
817,29/03/2019,852,112597.32,109446.15,4.95,5.51,3151
818,30/03/2019,982,115253.84,103756.82,5.93,5.44,3768
819,31/03/2019,736,101049.78,103203.43,5.18,5.45,2585
820,1/4/2019,1044,126810.49,91545.19,6.36,5.3,4162
821,2/4/2019,850,115338.37,84882.17,5.05,5.63,2972
822,3/4/2019,697,92903,87084.58,4.33,5.43,2238
823,4/4/2019,750,92363.46,98678.35,5.49,5.57,2671
824,5/4/2019,742,100773.32,109291.82,5.74,5.63,2645
825,6/4/2019,940,123244.44,91330.66,5.7,5.53,3271
826,7/4/2019,632,86785.31,94158.33,5.52,5.54,2234
827,8/4/2019,861,115111.16,105648.99,5.24,5.63,3113
828,9/4/2019,872,105621.6,110627.49,5.78,5.52,2516
829,10/4/2019,640,77289.77,115705.82,4.82,5.59,1878
830,11/4/2019,830,110014.67,92215.79,6.04,5.59,3195
831,12/4/2019,877,111319.62,111194.66,5.59,5.43,3419
832,13/04/2019,742,98965.34,98814.83,5.31,5.59,2664
833,14/04/2019,753,100200.15,101272.69,5.95,5.55,3024
834,15/04/2019,896,108068.83,105541.45,5.4,5.66,3301
835,16/04/2019,890,117175.65,96914.78,5.31,5.65,3430
836,17/04/2019,684,93849.22,89568.92,5.55,5.66,2272
837,18/04/2019,1073,130942.65,108879.18,6.06,5.46,4230
838,19/04/2019,820,103235.58,98126.21,5.1,5.69,2670
839,20/04/2019,731,97776.77,98360.19,4.9,5.64,3124
840,21/04/2019,899,111564.68,87096.1,5.14,5.47,3169
841,22/04/2019,789,101148.76,101977.56,5.28,5.73,2822
842,23/04/2019,681,94408.87,96891.39,5.29,5.54,2627
843,24/04/2019,728,97789.57,103576.48,5.36,5.66,2763
844,25/04/2019,773,98899.03,91897.39,5.75,5.68,2459
845,26/04/2019,689,90266.96,86431.25,5.66,5.92,2581
846,27/04/2019,864,108880.32,77544.6,4.82,5.61,3059
847,28/04/2019,1086,129659.24,112575.11,5.55,5.55,3818
848,29/04/2019,741,96250.17,81354.44,5.04,5.56,2496
849,30/04/2019,701,94212.48,91144.79,5.08,5.37,2009
850,1/5/2019,879,110916.11,88813.4,6.12,5.84,3024
851,2/5/2019,752,100669.32,76431.57,6.13,5.36,2572
852,3/5/2019,648,91367.58,91047.51,5.51,5.83,2408
853,4/5/2019,1040,125950.98,82371.43,5.76,5.4,3478
854,5/5/2019,758,103106.44,97757.79,6.13,5.55,2723
855,6/5/2019,683,91324.69,110210.2,5.05,5.57,2733
856,7/5/2019,645,79309.34,85539.94,5.57,5.48,2241
857,8/5/2019,868,112665.89,97064.47,5.36,5.5,3171
858,9/5/2019,629,83418.79,103088.4,5.95,5.48,2144
859,10/5/2019,658,87839.31,91864.83,5.84,5.51,2274
860,11/5/2019,822,106906.08,90506.58,6.07,5.74,3242
861,12/5/2019,827,102327.57,93288.17,5.38,5.81,2806
862,13/05/2019,933,117280.13,93917.63,4.72,5.44,3058
863,14/05/2019,987,118167.85,96873.21,5.52,5.2,3795
864,15/05/2019,649,89154.33,101304.77,5.54,5.58,2763
